Player,Team,Game Date,Season,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
Dejounte Murray,SAS,11/13/19,2019-20,L,22,11,2,6,33.3,0,0,-,7,7,100,0,4,4,1,0,0,0,5,-3
Derrick White,SAS,11/13/19,2019-20,L,25,5,2,7,28.6,0,0,-,1,3,33.3,0,3,3,4,1,0,2,4,-4
Rudy Gay,SAS,11/13/19,2019-20,L,22,10,3,8,37.5,0,1,0,4,4,100,2,6,8,3,0,1,0,4,-16
Chimezie Metu,SAS,11/13/19,2019-20,L,4,6,3,3,100,0,0,-,0,0,-,1,1,2,0,0,0,0,0,3
Marco Belinelli,SAS,11/13/19,2019-20,L,19,2,1,5,20,0,3,0,0,0,-,0,1,1,2,0,0,0,0,-5
Lonnie Walker IV,SAS,11/13/19,2019-20,L,4,0,0,1,0,0,0,-,0,0,-,0,1,1,1,0,0,0,0,3
Kent Bazemore,POR,11/13/19,2019-20,L,22,7,2,10,20,2,8,25,1,2,50,1,3,4,1,0,2,1,2,-14
Fred VanVleet,TOR,11/13/19,2019-20,W,40,30,10,16,62.5,4,6,66.7,6,6,100,0,4,4,7,2,1,2,4,8
CJ McCollum,POR,11/13/19,2019-20,L,37,19,8,18,44.4,3,7,42.9,0,1,0,1,5,6,4,1,1,1,1,7
Malcolm Miller,TOR,11/13/19,2019-20,W,7,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,0,1,0,-6
Rondae Hollis-Jefferson,TOR,11/13/19,2019-20,W,26,16,6,8,75,0,0,-,4,4,100,8,3,11,1,1,1,2,2,10
Stanley Johnson,TOR,11/13/19,2019-20,W,5,2,1,3,33.3,0,0,-,0,0,-,1,2,3,0,0,0,0,2,5
Skal Labissiere,POR,11/13/19,2019-20,L,18,0,0,3,0,0,0,-,0,0,-,1,8,9,4,0,0,2,0,-2
Mario Hezonja,POR,11/13/19,2019-20,L,14,10,2,5,40,1,3,33.3,5,6,83.3,1,5,6,0,1,0,1,3,3
Norman Powell,TOR,11/13/19,2019-20,W,27,2,0,6,0,0,2,0,2,2,100,1,6,7,0,0,2,0,1,-3
Damian Lillard,POR,11/13/19,2019-20,L,37,9,2,12,16.7,2,7,28.6,3,3,100,0,1,1,10,0,2,2,3,-13
Rodney Hood,POR,11/13/19,2019-20,L,32,25,9,15,60,5,10,50,2,2,100,0,2,2,1,0,0,2,1,-7
Nassir Little,POR,11/13/19,2019-20,L,23,7,3,10,30,1,5,20,0,0,-,2,3,5,0,1,1,1,4,0
Marc Gasol,TOR,11/13/19,2019-20,W,35,9,3,10,30,3,5,60,0,0,-,0,5,5,5,0,4,2,5,6
Hassan Whiteside,POR,11/13/19,2019-20,L,30,12,6,12,50,0,0,-,0,0,-,5,4,9,3,0,1,1,1,-6
Terence Davis,TOR,11/13/19,2019-20,W,31,15,5,10,50,3,6,50,2,2,100,0,6,6,1,0,0,1,2,19
Matt Thomas,TOR,11/13/19,2019-20,W,12,2,1,6,16.7,0,3,0,0,0,-,0,1,1,1,0,0,0,0,-7
Anfernee Simons,POR,11/13/19,2019-20,L,27,17,6,11,54.5,3,8,37.5,2,2,100,0,1,1,1,0,0,1,1,-8
Chris Boucher,TOR,11/13/19,2019-20,W,15,2,1,4,25,0,2,0,0,0,-,3,4,7,1,0,0,0,2,-1
Pascal Siakam,TOR,11/13/19,2019-20,W,41,36,15,28,53.6,4,7,57.1,2,3,66.7,1,5,6,3,1,1,4,2,9
Ivica Zubac,LAC,11/13/19,2019-20,L,10,7,3,7,42.9,0,0,-,1,2,50,1,3,4,2,0,0,0,0,-7
Rodney McGruder,LAC,11/13/19,2019-20,L,20,5,2,4,50,1,2,50,0,2,0,0,1,1,0,0,0,2,2,-6
Maurice Harkless,LAC,11/13/19,2019-20,L,24,9,4,6,66.7,1,1,100,0,0,-,1,2,3,1,0,0,1,4,-20
Patrick Patterson,LAC,11/13/19,2019-20,L,4,0,0,0,-,0,0,-,0,0,-,1,0,1,0,0,0,1,0,-12
Thabo Sefolosha,HOU,11/13/19,2019-20,W,12,0,0,4,0,0,1,0,0,0,-,1,3,4,2,1,0,0,1,6
Tyson Chandler,HOU,11/13/19,2019-20,W,16,5,1,1,100,0,0,-,3,4,75,2,7,9,0,0,2,0,0,13
P.J. Tucker,HOU,11/13/19,2019-20,W,39,6,2,5,40,2,3,66.7,0,0,-,2,1,3,0,2,1,0,5,10
Montrezl Harrell,LAC,11/13/19,2019-20,L,38,4,2,12,16.7,0,1,0,0,0,-,1,8,9,2,0,1,1,4,-2
Patrick Beverley,LAC,11/13/19,2019-20,L,27,6,3,10,30,0,7,0,0,2,0,0,2,2,1,0,0,0,6,7
Chris Clemons,HOU,11/13/19,2019-20,W,11,0,0,2,0,0,2,0,0,0,-,0,0,0,0,0,0,0,0,-8
Lou Williams,LAC,11/13/19,2019-20,L,41,20,8,22,36.4,1,5,20,3,3,100,3,4,7,4,0,0,2,2,-2
Austin Rivers,HOU,11/13/19,2019-20,W,34,7,3,12,25,1,8,12.5,0,0,-,1,3,4,0,0,1,0,0,1
Ben McLemore,HOU,11/13/19,2019-20,W,23,8,3,9,33.3,2,8,25,0,0,-,1,4,5,1,1,0,1,5,10
JaMychal Green,LAC,11/13/19,2019-20,L,32,14,5,11,45.5,4,7,57.1,0,0,-,4,10,14,0,2,1,2,2,1
James Harden,HOU,11/13/19,2019-20,W,44,47,12,26,46.2,7,13,53.8,16,17,94.1,0,6,6,7,3,0,6,0,10
Kawhi Leonard,LAC,11/13/19,2019-20,L,41,26,10,24,41.7,3,9,33.3,3,5,60,0,12,12,7,1,1,4,1,-7
Terance Mann,LAC,11/13/19,2019-20,L,0,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,0,0,2
Jerome Robinson,LAC,11/13/19,2019-20,L,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,1
Russell Westbrook,HOU,11/13/19,2019-20,W,30,17,6,20,30,2,7,28.6,3,4,75,0,2,2,2,0,0,2,4,7
Clint Capela,HOU,11/13/19,2019-20,W,32,12,6,7,85.7,0,0,-,0,2,0,2,18,20,0,0,2,1,2,-4
Jonathan Isaac,ORL,11/13/19,2019-20,W,35,12,5,9,55.6,0,2,0,2,2,100,2,3,5,2,0,1,1,2,8
Al Horford,PHI,11/13/19,2019-20,L,33,14,5,18,27.8,2,8,25,2,4,50,1,7,8,2,0,0,3,3,-9
Matisse Thybulle,PHI,11/13/19,2019-20,L,11,2,1,1,100,0,0,-,0,0,-,0,1,1,1,0,1,0,2,-3
Terrence Ross,ORL,11/13/19,2019-20,W,26,13,4,11,36.4,3,8,37.5,2,2,100,0,3,3,1,2,0,2,3,11
Mike Scott,PHI,11/13/19,2019-20,L,17,3,1,3,33.3,1,2,50,0,0,-,0,3,3,0,0,0,1,0,-10
Shake Milton,PHI,11/13/19,2019-20,L,10,3,1,5,20,0,3,0,1,1,100,0,1,1,1,0,0,0,2,3
Michael Carter-Williams,ORL,11/13/19,2019-20,W,14,11,3,5,60,0,0,-,5,7,71.4,1,1,2,1,0,0,2,2,4
James Ennis III,PHI,11/13/19,2019-20,L,18,10,4,6,66.7,1,2,50,1,1,100,1,1,2,0,0,0,1,3,-3
Furkan Korkmaz,PHI,11/13/19,2019-20,L,28,9,4,11,36.4,1,6,16.7,0,0,-,0,0,0,0,1,0,0,2,-19
Raul Neto,PHI,11/13/19,2019-20,L,13,6,2,3,66.7,0,0,-,2,2,100,0,2,2,0,1,1,2,1,-3
Ben Simmons,PHI,11/13/19,2019-20,L,35,18,9,12,75,0,0,-,0,0,-,2,6,8,5,0,0,2,4,-12
Kyle O'Quinn,PHI,11/13/19,2019-20,L,15,5,2,5,40,1,2,50,0,0,-,2,4,6,5,0,2,1,2,-6
Tobias Harris,PHI,11/13/19,2019-20,L,31,8,4,13,30.8,0,3,0,0,0,-,2,8,10,6,2,1,3,4,-5
Markelle Fultz,ORL,11/13/19,2019-20,W,21,8,2,6,33.3,0,2,0,4,6,66.7,1,3,4,3,1,0,0,2,-4
Aaron Gordon,ORL,11/13/19,2019-20,W,36,18,4,12,33.3,3,5,60,7,9,77.8,1,12,13,7,1,1,2,2,11
Evan Fournier,ORL,11/13/19,2019-20,W,31,13,5,10,50,1,5,20,2,3,66.7,0,2,2,3,1,0,2,1,13
Nikola Vucevic,ORL,11/13/19,2019-20,W,34,25,11,18,61.1,2,4,50,1,2,50,2,10,12,2,0,0,1,3,14
Al-Farouq Aminu,ORL,11/13/19,2019-20,W,2,0,0,1,0,0,1,0,0,0,-,0,0,0,0,0,0,0,0,-2
Josh Richardson,PHI,11/13/19,2019-20,L,30,19,7,14,50,2,4,50,3,5,60,0,6,6,5,1,0,2,4,-8
D.J. Augustin,ORL,11/13/19,2019-20,W,27,12,4,13,30.8,1,4,25,3,3,100,2,3,5,8,1,0,2,3,19
Mo Bamba,ORL,11/13/19,2019-20,W,14,0,0,1,0,0,1,0,0,0,-,0,2,2,0,0,0,1,4,1
Isaiah Thomas,WAS,11/13/19,2019-20,L,33,18,7,14,50,3,6,50,1,1,100,0,1,1,7,0,0,2,2,-3
Bradley Beal,WAS,11/13/19,2019-20,L,39,44,17,27,63,4,6,66.7,6,8,75,1,4,5,6,1,0,1,0,0
Troy Brown Jr.,WAS,11/13/19,2019-20,L,27,7,3,4,75,1,2,50,0,0,-,0,2,2,5,0,0,0,1,-1
Javonte Green,BOS,11/13/19,2019-20,W,6,2,1,2,50,0,0,-,0,0,-,0,2,2,0,0,0,0,1,-9
Grant Williams,BOS,11/13/19,2019-20,W,11,2,0,1,0,0,1,0,2,2,100,0,3,3,1,1,1,1,3,-6
Marcus Smart,BOS,11/13/19,2019-20,W,36,17,6,12,50,4,8,50,1,2,50,0,4,4,5,0,2,0,2,15
Rui Hachimura,WAS,11/13/19,2019-20,L,24,21,9,12,75,0,1,0,3,4,75,3,1,4,2,1,0,0,5,-5
Kemba Walker,BOS,11/13/19,2019-20,W,35,25,8,17,47.1,6,12,50,3,3,100,0,5,5,5,1,1,0,5,-4
Jaylen Brown,BOS,11/13/19,2019-20,W,35,22,9,19,47.4,0,3,0,4,4,100,1,4,5,4,1,0,2,4,-4
Vincent Poirier,BOS,11/13/19,2019-20,W,9,3,1,1,100,0,0,-,1,2,50,1,3,4,3,0,1,1,1,10
Carsen Edwards,BOS,11/13/19,2019-20,W,20,18,7,12,58.3,4,5,80,0,0,-,1,3,4,3,1,0,1,2,-4
Moritz Wagner,WAS,11/13/19,2019-20,L,18,12,2,6,33.3,0,1,0,8,9,88.9,0,2,2,1,1,0,3,5,4
Semi Ojeleye,BOS,11/13/19,2019-20,W,11,5,2,4,50,1,1,100,0,0,-,1,2,3,0,0,0,0,2,-3
Jayson Tatum,BOS,11/13/19,2019-20,W,35,23,9,20,45,1,5,20,4,4,100,2,1,3,4,0,0,1,3,14
Thomas Bryant,WAS,11/13/19,2019-20,L,29,14,5,13,38.5,0,2,0,4,5,80,4,3,7,1,0,2,0,4,-10
Jordan McRae,WAS,11/13/19,2019-20,L,11,4,2,2,100,0,0,-,0,0,-,0,1,1,0,0,0,0,4,-6
Brad Wanamaker,BOS,11/13/19,2019-20,W,17,10,2,3,66.7,0,1,0,6,6,100,0,2,2,5,0,0,4,1,15
Enes Kanter,BOS,11/13/19,2019-20,W,25,13,4,5,80,0,0,-,5,6,83.3,4,5,9,2,1,0,1,2,11
Davis Bertans,WAS,11/13/19,2019-20,L,27,9,3,9,33.3,3,8,37.5,0,0,-,0,10,10,3,0,1,1,0,-3
Ish Smith,WAS,11/13/19,2019-20,L,18,4,2,5,40,0,0,-,0,0,-,1,2,3,2,0,1,1,1,-3
CJ Miles,WAS,11/13/19,2019-20,L,13,0,0,4,0,0,3,0,0,0,-,0,1,1,1,2,0,0,1,-8
D'Angelo Russell,GSW,11/13/19,2019-20,L,31,21,6,13,46.2,0,4,0,9,10,90,0,2,2,8,1,1,5,3,-27
Willie Cauley-Stein,GSW,11/13/19,2019-20,L,23,10,5,7,71.4,0,0,-,0,0,-,3,2,5,3,0,2,0,3,-14
Omari Spellman,GSW,11/13/19,2019-20,L,15,4,2,7,28.6,0,2,0,0,0,-,3,4,7,1,1,0,1,0,-13
Jordan Poole,GSW,11/13/19,2019-20,L,32,11,4,15,26.7,3,12,25,0,0,-,0,1,1,0,1,0,1,2,-22
LeBron James,LAL,11/13/19,2019-20,W,26,23,11,21,52.4,1,5,20,0,1,0,2,4,6,12,1,1,4,1,13
JaVale McGee,LAL,11/13/19,2019-20,W,28,18,8,12,66.7,0,0,-,2,2,100,5,12,17,2,3,3,2,2,30
Danny Green,LAL,11/13/19,2019-20,W,19,6,2,2,100,2,2,100,0,0,-,0,1,1,0,1,0,2,1,7
Avery Bradley,LAL,11/13/19,2019-20,W,24,6,2,5,40,0,1,0,2,2,100,0,1,1,2,0,0,2,3,12
Ky Bowman,GSW,11/13/19,2019-20,L,13,5,2,3,66.7,1,1,100,0,0,-,0,1,1,3,1,1,1,1,-6
Alec Burks,GSW,11/13/19,2019-20,L,22,9,2,7,28.6,2,4,50,3,5,60,1,2,3,2,0,0,0,0,-12
Jared Dudley,LAL,11/13/19,2019-20,W,23,6,2,3,66.7,2,2,100,0,0,-,0,3,3,4,0,1,1,1,8
Dwight Howard,LAL,11/13/19,2019-20,W,20,15,5,7,71.4,0,0,-,5,6,83.3,3,5,8,3,0,1,3,5,-4
Kyle Kuzma,LAL,11/13/19,2019-20,W,30,22,7,12,58.3,3,6,50,5,6,83.3,2,3,5,2,0,0,4,4,21
Quinn Cook,LAL,11/13/19,2019-20,W,24,10,5,11,45.5,0,1,0,0,0,-,0,1,1,2,1,0,1,0,14
Eric Paschall,GSW,11/13/19,2019-20,L,32,15,7,15,46.7,0,4,0,1,2,50,1,2,3,0,0,0,2,1,-7
Alex Caruso,LAL,11/13/19,2019-20,W,27,8,3,7,42.9,1,2,50,1,1,100,0,6,6,3,1,0,0,0,15
Marquese Chriss,GSW,11/13/19,2019-20,L,17,0,0,5,0,0,1,0,0,0,-,1,5,6,2,0,2,3,3,-4
Draymond Green,GSW,11/13/19,2019-20,L,28,10,4,10,40,2,4,50,0,0,-,0,1,1,5,1,1,3,1,-15
Glenn Robinson III,GSW,11/13/19,2019-20,L,28,9,4,7,57.1,1,3,33.3,0,0,-,1,3,4,5,3,0,1,0,-10
Kentavious Caldwell-Pope,LAL,11/13/19,2019-20,W,19,6,3,9,33.3,0,1,0,0,0,-,1,2,3,1,1,0,0,1,14
Alex Len,ATL,11/12/19,2019-20,W,22,17,6,8,75,1,2,50,4,8,50,2,5,7,1,0,1,2,2,18
Will Barton,DEN,11/12/19,2019-20,L,36,21,8,16,50,4,7,57.1,1,2,50,5,4,9,4,1,0,0,4,-2
Jabari Parker,ATL,11/12/19,2019-20,W,33,20,8,18,44.4,1,5,20,3,3,100,4,5,9,4,0,0,2,5,16
Nikola Jokic,DEN,11/12/19,2019-20,L,31,20,7,19,36.8,1,8,12.5,5,6,83.3,1,5,6,7,3,0,2,2,-2
Paul Millsap,DEN,11/12/19,2019-20,L,30,19,6,11,54.5,2,3,66.7,5,6,83.3,5,1,6,2,0,1,0,3,1
DeAndre' Bembry,ATL,11/12/19,2019-20,W,30,4,2,6,33.3,0,2,0,0,0,-,1,4,5,3,1,0,0,1,5
Michael Porter Jr.,DEN,11/12/19,2019-20,L,7,2,1,2,50,0,0,-,0,0,-,0,1,1,0,0,0,0,1,-6
Bruno Fernando,ATL,11/12/19,2019-20,W,9,3,1,2,50,0,1,0,1,2,50,0,1,1,0,0,1,1,0,-5
Torrey Craig,DEN,11/12/19,2019-20,L,6,0,0,2,0,0,1,0,0,0,-,0,0,0,1,0,0,0,0,-8
Tyrone Wallace,ATL,11/12/19,2019-20,W,9,3,0,3,0,0,2,0,3,4,75,1,3,4,0,0,0,1,4,-9
Damian Jones,ATL,11/12/19,2019-20,W,20,8,4,5,80,0,0,-,0,0,-,1,2,3,2,0,1,0,2,-7
Mason Plumlee,DEN,11/12/19,2019-20,L,17,7,3,3,100,0,0,-,1,2,50,2,6,8,1,0,0,0,3,-2
De'Andre Hunter,ATL,11/12/19,2019-20,W,40,12,4,9,44.4,2,3,66.7,2,4,50,0,6,6,2,0,1,0,3,-1
Kevin Huerter,ATL,11/12/19,2019-20,W,16,11,4,4,100,3,3,100,0,0,-,0,4,4,3,0,0,1,2,8
Monte Morris,DEN,11/12/19,2019-20,L,22,14,6,11,54.5,1,3,33.3,1,1,100,0,3,3,4,0,1,0,0,0
Gary Harris,DEN,11/12/19,2019-20,L,40,10,4,15,26.7,2,10,20,0,0,-,0,3,3,4,2,1,1,5,-2
Trae Young,ATL,11/12/19,2019-20,W,41,42,13,21,61.9,8,13,61.5,8,11,72.7,0,4,4,11,0,1,6,1,7
Jerami Grant,DEN,11/12/19,2019-20,L,18,10,4,9,44.4,1,5,20,1,1,100,0,1,1,0,0,1,0,4,-9
Cam Reddish,ATL,11/12/19,2019-20,W,20,5,2,7,28.6,0,3,0,1,2,50,1,1,2,4,0,0,1,1,-12
Jamal Murray,DEN,11/12/19,2019-20,L,33,18,7,16,43.8,0,4,0,4,4,100,2,1,3,8,1,1,0,2,10
Cory Joseph,SAC,11/12/19,2019-20,W,38,3,1,6,16.7,1,1,100,0,0,-,1,3,4,3,1,2,2,5,-1
Bogdan Bogdanovic,SAC,11/12/19,2019-20,W,32,25,8,19,42.1,3,8,37.5,6,7,85.7,0,3,3,10,4,0,3,2,10
Anfernee Simons,POR,11/12/19,2019-20,L,28,5,2,11,18.2,1,5,20,0,0,-,0,2,2,2,0,0,2,2,-5
Harry Giles III,SAC,11/12/19,2019-20,W,6,2,1,3,33.3,0,0,-,0,0,-,0,2,2,0,0,0,1,3,-6
Skal Labissiere,POR,11/12/19,2019-20,L,19,3,1,2,50,0,0,-,1,2,50,2,4,6,0,1,2,2,2,-4
CJ McCollum,POR,11/12/19,2019-20,L,37,24,11,21,52.4,1,5,20,1,4,25,1,4,5,1,0,1,1,3,-5
Kent Bazemore,POR,11/12/19,2019-20,L,33,12,3,8,37.5,1,4,25,5,6,83.3,0,5,5,3,1,1,3,3,3
Anthony Tolliver,POR,11/12/19,2019-20,L,19,3,1,6,16.7,1,6,16.7,0,0,-,0,4,4,0,0,0,1,1,-8
Yogi Ferrell,SAC,11/12/19,2019-20,W,16,9,3,4,75,1,1,100,2,2,100,0,3,3,3,0,0,1,2,5
Buddy Hield,SAC,11/12/19,2019-20,W,37,20,7,21,33.3,2,11,18.2,4,4,100,1,3,4,1,0,0,3,2,10
Richaun Holmes,SAC,11/12/19,2019-20,W,31,11,5,6,83.3,0,0,-,1,2,50,3,7,10,1,1,2,0,5,10
Dewayne Dedmon,SAC,11/12/19,2019-20,W,7,2,1,4,25,0,0,-,0,0,-,2,1,3,0,0,1,1,1,6
Hassan Whiteside,POR,11/12/19,2019-20,L,21,17,7,9,77.8,0,0,-,3,4,75,3,4,7,1,0,0,1,4,4
Damian Lillard,POR,11/12/19,2019-20,L,38,27,6,10,60,2,5,40,13,14,92.9,0,4,4,5,2,1,5,1,-11
Mario Hezonja,POR,11/12/19,2019-20,L,22,2,1,4,25,0,1,0,0,0,-,1,2,3,2,0,0,2,1,-1
Gary Trent Jr.,POR,11/12/19,2019-20,L,14,6,2,5,40,2,4,50,0,0,-,0,1,1,1,0,0,0,1,-2
Nassir Little,POR,11/12/19,2019-20,L,6,0,0,0,-,0,0,-,0,0,-,0,0,0,0,0,0,0,1,-7
Moses Brown,POR,11/12/19,2019-20,L,4,0,0,1,0,0,0,-,0,0,-,0,3,3,0,0,0,0,0,-4
Trevor Ariza,SAC,11/12/19,2019-20,W,4,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0
Nemanja Bjelica,SAC,11/12/19,2019-20,W,36,19,8,14,57.1,3,7,42.9,0,0,-,3,9,12,4,0,0,0,4,4
Harrison Barnes,SAC,11/12/19,2019-20,W,32,16,4,8,50,1,3,33.3,7,10,70,1,3,4,2,1,0,3,1,2
Deonte Burton,OKC,11/12/19,2019-20,L,18,13,5,12,41.7,3,6,50,0,0,-,0,3,3,1,0,0,1,1,-5
Darius Bazley,OKC,11/12/19,2019-20,L,23,8,3,6,50,1,2,50,1,2,50,2,4,6,0,0,0,0,1,-12
Shai Gilgeous-Alexander,OKC,11/12/19,2019-20,L,28,11,3,12,25,1,3,33.3,4,4,100,3,3,6,0,1,0,3,1,-19
Chris Paul,OKC,11/12/19,2019-20,L,25,7,2,7,28.6,0,2,0,3,4,75,0,4,4,8,3,0,3,2,-10
Steven Adams,OKC,11/12/19,2019-20,L,19,10,5,8,62.5,0,0,-,0,0,-,1,5,6,1,0,0,0,0,-4
Alize Johnson,IND,11/12/19,2019-20,W,6,3,1,1,100,0,0,-,1,1,100,1,1,2,1,0,0,0,1,-1
Naz Mitrou-Long,IND,11/12/19,2019-20,W,3,0,0,1,0,0,1,0,0,0,-,0,0,0,1,0,1,0,0,-3
T.J. McConnell,IND,11/12/19,2019-20,W,24,6,3,8,37.5,0,0,-,0,0,-,0,5,5,3,1,0,4,1,8
JaKarr Sampson,IND,11/12/19,2019-20,W,17,5,2,3,66.7,1,1,100,0,0,-,0,3,3,0,1,0,1,5,6
TJ Leaf,IND,11/12/19,2019-20,W,15,5,2,3,66.7,0,0,-,1,2,50,0,2,2,0,1,1,0,0,-2
Domantas Sabonis,IND,11/12/19,2019-20,W,29,18,9,19,47.4,0,0,-,0,0,-,7,9,16,2,0,1,2,3,27
Malcolm Brogdon,IND,11/12/19,2019-20,W,25,20,8,16,50,2,4,50,2,2,100,1,5,6,5,0,0,3,4,23
Aaron Holiday,IND,11/12/19,2019-20,W,31,17,6,10,60,2,5,40,3,3,100,0,4,4,4,1,0,1,2,23
Brian Bowen II,IND,11/12/19,2019-20,W,3,2,1,2,50,0,0,-,0,0,-,0,0,0,0,0,0,0,0,-3
Abdel Nader,OKC,11/12/19,2019-20,L,20,6,2,9,22.2,0,3,0,2,2,100,1,2,3,2,0,1,3,1,-11
T.J. Warren,IND,11/12/19,2019-20,W,31,23,10,14,71.4,1,2,50,2,2,100,0,3,3,3,2,1,1,2,31
Doug McDermott,IND,11/12/19,2019-20,W,26,9,4,11,36.4,1,6,16.7,0,0,-,0,3,3,1,0,0,2,0,8
Dennis Schroder,OKC,11/12/19,2019-20,L,25,9,3,10,30,1,4,25,2,2,100,0,2,2,2,1,0,2,2,-21
Danilo Gallinari,OKC,11/12/19,2019-20,L,24,14,3,8,37.5,0,3,0,8,8,100,1,3,4,0,1,0,0,0,-17
Mike Muscala,OKC,11/12/19,2019-20,L,8,1,0,1,0,0,1,0,1,2,50,1,1,2,2,0,0,0,1,-6
Hamidou Diallo,OKC,11/12/19,2019-20,L,22,2,1,4,25,0,1,0,0,0,-,0,3,3,1,1,0,1,3,-14
Devon Hall,OKC,11/12/19,2019-20,L,7,2,1,1,100,0,0,-,0,0,-,0,0,0,0,0,0,1,1,5
Justin Holiday,IND,11/12/19,2019-20,W,29,3,0,6,0,0,4,0,3,3,100,2,4,6,1,0,0,0,2,13
Nerlens Noel,OKC,11/12/19,2019-20,L,21,2,1,4,25,0,0,-,0,0,-,0,1,1,2,2,3,1,3,-16
Donovan Mitchell,UTA,11/12/19,2019-20,W,38,30,13,26,50,0,5,0,4,4,100,3,3,6,2,1,0,2,1,16
Tony Bradley,UTA,11/12/19,2019-20,W,10,2,1,2,50,0,0,-,0,0,-,2,2,4,0,0,0,0,3,5
Emmanuel Mudiay,UTA,11/12/19,2019-20,W,18,15,4,8,50,0,1,0,7,8,87.5,0,3,3,2,1,0,0,1,8
Joe Harris,BKN,11/12/19,2019-20,L,36,11,4,10,40,2,5,40,1,2,50,0,5,5,0,0,0,2,5,-22
Spencer Dinwiddie,BKN,11/12/19,2019-20,L,24,21,7,16,43.8,2,6,33.3,5,7,71.4,0,1,1,4,0,0,3,4,5
Dzanan Musa,BKN,11/12/19,2019-20,L,15,9,4,5,80,1,2,50,0,0,-,0,0,0,1,0,0,0,2,-9
DeAndre Jordan,BKN,11/12/19,2019-20,L,30,15,6,8,75,0,0,-,3,4,75,5,12,17,4,2,2,2,2,9
Garrett Temple,BKN,11/12/19,2019-20,L,30,10,3,8,37.5,1,6,16.7,3,3,100,1,0,1,2,0,1,1,2,-1
Kyrie Irving,BKN,11/12/19,2019-20,L,37,27,10,30,33.3,2,12,16.7,5,5,100,1,2,3,5,1,1,4,4,7
Royce O'Neale,UTA,11/12/19,2019-20,W,22,8,2,3,66.7,2,3,66.7,2,2,100,0,1,1,2,1,0,2,3,1
Rudy Gobert,UTA,11/12/19,2019-20,W,38,18,8,10,80,0,0,-,2,4,50,4,11,15,2,2,2,2,2,0
Bojan Bogdanovic,UTA,11/12/19,2019-20,W,30,12,5,13,38.5,1,3,33.3,1,2,50,1,3,4,1,1,0,0,2,-3
Mike Conley,UTA,11/12/19,2019-20,W,30,18,6,15,40,0,5,0,6,9,66.7,0,4,4,5,0,0,2,1,-3
Jarrett Allen,BKN,11/12/19,2019-20,L,18,4,1,2,50,0,0,-,2,2,100,2,5,7,1,0,2,2,6,-14
David Nwaba,BKN,11/12/19,2019-20,L,5,2,0,0,-,0,0,-,2,2,100,0,1,1,1,0,2,0,1,6
Taurean Prince,BKN,11/12/19,2019-20,L,34,15,6,9,66.7,3,5,60,0,0,-,1,5,6,0,1,0,2,2,-1
Jeff Green,UTA,11/12/19,2019-20,W,22,13,4,9,44.4,3,5,60,2,2,100,1,3,4,0,1,1,2,2,-3
Nicolas Claxton,BKN,11/12/19,2019-20,L,12,0,0,2,0,0,1,0,0,0,-,0,2,2,1,1,0,0,1,-5
Joe Ingles,UTA,11/12/19,2019-20,W,32,3,0,6,0,0,4,0,3,4,75,0,5,5,2,0,1,1,3,4
Daryl Macon,MIA,11/12/19,2019-20,W,7,3,1,1,100,1,1,100,0,0,-,0,0,0,0,0,0,0,1,10
Chris Silva,MIA,11/12/19,2019-20,W,15,8,3,5,60,0,1,0,2,2,100,2,7,9,2,0,1,3,6,17
Markieff Morris,DET,11/12/19,2019-20,L,21,13,4,9,44.4,3,7,42.9,2,3,66.7,0,3,3,3,1,0,1,5,-14
Jimmy Butler,MIA,11/12/19,2019-20,W,39,20,6,13,46.2,0,2,0,8,11,72.7,0,3,3,13,2,0,0,0,9
Tim Frazier,DET,11/12/19,2019-20,L,13,3,0,3,0,0,1,0,3,4,75,0,0,0,5,2,1,3,1,10
Bam Adebayo,MIA,11/12/19,2019-20,W,28,18,8,9,88.9,0,0,-,2,2,100,4,10,14,2,0,0,4,6,-5
Andre Drummond,DET,11/12/19,2019-20,L,28,16,6,9,66.7,0,0,-,4,6,66.7,4,5,9,0,2,2,5,6,-9
Kelly Olynyk,MIA,11/12/19,2019-20,W,29,13,4,7,57.1,3,4,75,2,2,100,0,3,3,5,1,0,0,4,14
Christian Wood,DET,11/12/19,2019-20,L,26,16,5,9,55.6,1,3,33.3,5,9,55.6,1,2,3,0,2,2,0,2,2
Langston Galloway,DET,11/12/19,2019-20,L,29,11,3,11,27.3,2,8,25,3,3,100,1,2,3,1,0,1,3,6,2
Thon Maker,DET,11/12/19,2019-20,L,20,12,3,4,75,1,2,50,5,7,71.4,1,1,2,1,0,3,1,1,0
Svi Mykhailiuk,DET,11/12/19,2019-20,L,6,6,2,3,66.7,2,2,100,0,0,-,1,2,3,0,0,0,1,2,-3
Goran Dragic,MIA,11/12/19,2019-20,W,33,18,6,13,46.2,3,8,37.5,3,4,75,0,1,1,6,1,0,1,2,7
Meyers Leonard,MIA,11/12/19,2019-20,W,18,4,2,2,100,0,0,-,0,1,0,1,4,5,1,0,0,3,2,-2
